id,title,name,category,material,brand,price,rating,reviewsCount,description,url,img_url,inStock,inStockText
B0DT69ZC32,"VFULIE Premium Fiber Reed Diffuser Sticks - 100pcs Bulk Pack, 3mm x 20cm High Absorption Refill Sticks for Essential Oil Diffusers, Eco-Friendly and Long-Lasting",reed diffuser sticks,home kitchen,unknown,VFULIE,9.99,4.3,152,highefficiency fiber material crafted from premium synthetic fiber these reed diffuser sticks offer faster fragrance absorption compared to traditional rattan reeds ensuring longlasting scent diffusion without residue or breakage bulk quantity for costeffective use each pack includes pcs of mmin fiber sticks perfect for home office or commercial use ideal for frequent refills or largescale decor projects universal compatibility designed to fit most reed diffuser bottles narrowneck and wideneck works seamlessly with essential oils synthetic fragrances and alcoholbased diffuser oils precision size for optimal performance mm diameter ensures steady oil absorption while in length allows flexible trimming to match any container height enhanced scentlock design minimizes evaporation ecofriendly safe nontoxic and reusable fiber material free from splinters or shedding safe for households with children and pets,https://www.amazon.com/dp/B0DT69ZC32,https://m.media-amazon.com/images/I/81fFX+8CrLL._AC_SY300_SX300_.jpg,True,in stock
B004Y4U9X6,"Bambu Pack of 8 - 7 Inch Disposable Bamboo Plates Square, Biodegradable Eco Friendly Products, Bamboo Disposable Plates for Events, Compostable Plates",plates,health household,brown,Bambu,12.99,4.7,172,fsccertified bamboo bambu makes its resuable dinnerware only from bamboo which is certified annually and is an abundant renewable resource these perfect eco friendly plates are a step above other natural options and refrain from containing harmful chemicals and pesticides elegant finish upgrade your event or any occasion with durable premium compostable bamboo plates sturdy and without blemishes or ugly dark blotches these plates make a clean and sturdy presentation for your picnic themed occasion or special event disposable platesin multiple sizes save the hassle and the cost of hauling and washing ceramic dishware bambu disposable bamboo plates come in multiple sizes and are lightweight strong enough to be reusable and super convenient for all foods and all occasions consider using and reusing like many of our customers sustainable bambu disposable plates are completely biodegradable and are approved for commercial composting bambus zero waste environmentally friendly products are the preferred alternative to paper and plastic premium quality these bamboo plates are engineered to be lightweight with a strength that will hold up to any food customers find our single use dinnerware to be heavy duty enough to use more than once bambu is the preferred premium disposable dinnerware,https://www.amazon.com/dp/B004Y4U9X6,https://m.media-amazon.com/images/I/8181EJYSDWL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0C9TCVS5T,"rebEarth 300 PCS disposable 120 Forks 120 Spoons 60 Knives All Natural Eco-Friendly Heavyweight Cutlery Set 6.3"" - Durable, Heat Resistant - Perfect Alternative to Plastic for Every Occasion",knives,health household,birch wood,rebEarth,19.9,4.6,3,great value disposable forks spoons and knives a perfect alternative to costly traditional plastic into birch wood disposable forks spoons and knives these forks spoons and knives are sturdy and durable dispose of them guiltfree knowing that you have chosen a more ecofriendly option high quality eco friendly our forks spoons and knives are crafted from natural birch wood a highly durable and strong material yet very soft and pleasant to the touch birch wood is a renewable resource and an environmentally friendly alternative to traditional plastic utensils ecofriendly bpafree and compostable our forks spoons and knives are a responsible choice for both you and the environment natural look cutlery these heat resistant forks spoons and knives provide a natural look cutlery option for your table setting the handle of the forks spoons and knives head is thickened to provide a comfortable grip and ensure durability making them less likely to break designed with functionality and aesthetics in mind these forks spoons and knives are perfect for any occasion whether it be a casual dinner or a formal event convenient packaging and american company our packaging makes it easy to store your forks spoons and knives for keeping them protected and organized we are also a familyowned brand based in florida we understand the importance of supporting local businesses and we make every effort to ensure our products are manufactured in the united states but to remain competitive in the market some production is done abroad we are constantly working towards bringing more of our production back home satisfaction guaranteed at our company customer satisfaction is our top priority thats why we offer a satisfaction guarantee on all of our forks spoons and knives if for any reason you are not completely satisfied with your purchase simply send it back for a refund of the purchase price we stand behind the quality of our products and are confident that you will love them as much as we do,https://www.amazon.com/dp/B0C9TCVS5T,https://m.media-amazon.com/images/I/61hKPQolpbL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0DL5XPQB2,"13 Gallon,200 Count, Compostable Trash Bags，Tear Resistant Kitchen Food Scrap Waste Bag, ASTM D6400, US BPI and Europe OK Compost Home Certified",compost bags,health household,food waste,HECTOLIFE,35.99,3.8,20,convenient size and packaging these gallon compostable trash bagsinches x inches each roll contains bags rolls these trash bags are fit the most kitchen composting pailsbins material compostable bags are made of plant starch corn material the material is durable and not easy to tearreplace harmful plastic kitchen trash bags with our green compostable trash bags to reduce environmental waste thickened design the compostable garbage bags adopts a thickened design which is evenly stressed not easy to tear not easy to leak and keep the container clean and dry and allow you to dispose of the food waste cleanly and neatlysave your a lot of time multipurpose trash bags biodegradable bags wastebasket liners are perfect for kitchen waste table food scrap daily trash and outdoor dinner parties or office home bathroom bedroom car dog pet even garden wastes and more prestigious certificationsour compostable bags are bpi certified ok compost certified and seedling certified from tuv ensuring reliable composting performance,https://www.amazon.com/dp/B0DL5XPQB2,https://m.media-amazon.com/images/I/71KYnzRuh-L.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B08MYH61Y5,"ECO SOUL Compostable 8 Inch Palm Leaf Square Plates (200 Count) Like Bamboo Plates | Biodegradable | Eco-Friendly, Microwave & Oven Safe",plates,health household,disposablepremiumsturdy,ECO SOUL,90.41,4.5,2013,eco soul palm leaf plates are made from naturally fallen palm leaves making them a sustainable and environmentally friendly choice these plates are compostable and biodegradable ensuring they break down naturally without harming the environment usda biopreferred certified free from harmful chemicals bpa dyes and toxins safe to dispose of without leaving harmful waste eco soul plates are sturdy and reliable able to hold up well against heavy and hot foods without bending or breaking you can safely reheat food on these plates in the microwave or oven providing convenience without compromising on quality,https://www.amazon.com/dp/B08MYH61Y5,https://m.media-amazon.com/images/I/81-pD4P70WL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0CB84MVNC,"AIDEA Non Scratch Scrub Sponge, 24Count, Natural Sponges for Non Stick Cookware, Sponges Kitchen, Cellulose Sponges for Dishes, Cleaning Sponge for Kitchen, Bathroom, Household",sponges,health household,cleaning dishes kitchen cleaning surface cleaning,AIDEA,12.99,4.2,16107,superior cleaning power aidea nonscratch cleaning sponges tackle messes effortlessly protect surfaces from scratches sturdy abrasive scour pads remove stuckon food highdensity sponge maintains rebound resilience and resists deformation dishwashersafe sanitization made with sustainable materials aidea kitchen sponges rinse clean and dry quickly prevent unpleasant odors for extended use sanitize in your dishwasher scratchfree cleaning aidea nonscratch sponges ensure safe use on delicate surfaces their soft material prevents scratches on cookware glass and ceramics effectively clean without risking damage maintain the integrity and appearance of your kitchen essentials versatile cleaning solution dualsided design one side for gentle scrubbing the other for wiping and absorbing versatile for various tasks cleans dishes pots pans sinks stoves and appliances keeps your kitchen shiny and tidy ideal for diverse household cleaning needs longlasting sustainable aidea natural sponges made from white cellulose and sisal fiber resistant to tearing and wear even after repeated use ideal for tough burned food stains ensures extended use,https://www.amazon.com/dp/B0CB84MVNC,https://m.media-amazon.com/images/I/81LxAuBM72L.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B08D9SB118,"ECOLULU Natural Bamboo Dish Brush & Wood Bottle Brush for Wide Mouth Bottles, Cups and Jars, 2 Replacement Heads included (4 units total) Biodegradable, Eco Friendly Products",brushes,health household,wood bamboo,Ecolulu - Zero Waste Eco-friendly Products,17.99,4.5,191,eco friendly products zero waste go green and switch to plastic free cleaning tools both bamboo dish brush and wood bottle brush are natural chemical free and biodegradable packed in a recyclable paper box durable easytoclean kit bamboo dish brush is ideal for scrubbing your everyday kitchenware will not scratch even your delicate kitchenware wood bottle brush long with cleaning power is ideal for wide mouth bottles cups mugs and jars alternativly you can use it as a biodegradable toilet brush non sticky and heatresistant bristles plantbased sisal bristles dry quicker then plastic ones making them less greasy and sticky replacement heads includes bamboo dish brush replacement heads that attach securely and will not pop off while cleaning ecofriendly gift makes a wonderful ecofriendly gift for mom family or friends,https://www.amazon.com/dp/B08D9SB118,https://m.media-amazon.com/images/I/61+28brfeKL._AC_SX300_SY300_.jpg,True,in stock
B098CYHJ34,Tieralia 5-Piece Eco-Friendly Bamboo Dish Brush Set with Compostable Wood Pulp Sponges | Bamboo Kitchen Cleaning Set,sponges,health household,bamboo,Tieralia,23.99,4.4,232,allin solution dish brush scrubber and sponge set for efficient cleaning versatile dish brushes and compostable sponges for thorough dishwashing and cleaning tasks ergonomic handle design ensures comfortable grip and ease of use sustainable bamboo brush and ecofriendly materials promote a natural cleaning experience highquality cleaning brush set suitable for dishes bottles and various kitchen surfaces,https://www.amazon.com/dp/B098CYHJ34,https://m.media-amazon.com/images/I/910pb+R-1UL._AC_SY300_SX300_.jpg,True,in stock
B09YJLL1B9,"Wall Cleaner, Max 66'' Wall Mop with Long Handle, Ceiling Dust Mop with 15° Labor-Saving Elbow Extension Pole, Baseboard Duster Washer Scrubber, High Reach Window Cleaning Brush, Roof Cleaning Tool-GN",dust mops,health household,l x w x h,SLIIMU,24.29,4.5,1260,ergonomic eva antiskid sponge handle the sponge handle of this wall mop is made of highquality ecofriendly eva material matte textured surface with good antislip effect soft and high elasticity ergonomic design provide you with a more comfortable grip chenille microfiber wash brush head finer chenille microfiber has stronger decontamination ability can easily remove dust and is easy to clean crevices and baseboards the mop head is soft lintfree and scratch free and can be used safely on smooth walls and other smooth surfaces not suitable for knock down textured and frosted walls with extremely strong water absorption and release it can quickly absorb water and start your cleaning work just need to gently twist it can quickly dry stainless steel screw together wand ergonomic laborsaving elbow reduces the users height requirements and can easily clean the roof tall cabinets and other higher places to clean the use of ultralight stainless steel material makes lifting more effortless and easier to use adjustable height design to meet your requirements for different heights avoid stretching bending or twisting to complete everything the clean wide angle makes your cleaning process easier and faster wide scope of application ecofriendly and reusable household cleaning tools it can be used wet or dry can clean baseboards tall windows bathroom wall tall cabinets walls ceilings floors dust and cobwebs it is the ideal cleaning helper for your home what you will get wall mop x replaceable mop head x slidein elastic cord replacement head for easier brush head replacement and cleaning the mop head is machine washable,https://www.amazon.com/dp/B09YJLL1B9,https://m.media-amazon.com/images/I/71goM+vat8L._AC_SY300_SX300_.jpg,True,in stock
B08DQJ3DW8,Reli. Biodegradable 13 Gallon Trash Bags | 100 Count | ASTM D6954 | Green | Eco-Friendly | Oxobiodegradable Under Certain Conditions (See Product Description),trash bags,health household,count,Reli.,19.99,4.2,2023,biodegradable trash bags see product description gallon count premium value sized x with eco friendly gal toughness mic eco certified degradable by moisture oxygen soil astm d us standard certified customdesigned tearresistant leakproof perforated compactor friendly fits small cans bins rely on reli we proudly stand behind delivering quality environmentally friendly can liners,https://www.amazon.com/dp/B08DQJ3DW8,https://m.media-amazon.com/images/I/71GBsAlO1+L._AC_SY300_SX300_.jpg,True,in stock in stock
B0CLYVSCR1,"Biodegradable Home Line Trash Bag | Can Liner | 13 GALLONS Tall Kitchen Trash Bag | Eco Friendly | 100% Made from Recycled Product | Super Strong, No Spills | 90 Count.",trash bags,health household,count,Vitabag,24.99,4.4,4,gallon super strong trash bags this is a super strong black trash bag ready to use has a strength of over up to gallons we guarantee that our products count with the most excellent quality plastic bag ensuring you wont spill or break the seal this package contains counts having a size of in x in mil xcm m home line ideal for cleaning tasks at home with their large size they are resistant and easy to use recycled material vitabag is produced with recycled material guaranteeing maximum resistance thanks to the highest quality of european technology which is attached to the most current advances in the circular economy worldwide buying our products you are helping to create a circular economy and support caring for the planet it is also a product that can be fully recycled by taking it to its corresponding destination biodegradable trash bag biodegradable line capable of biodegrading in a period not to exceed three years thanks to its sustainable formulation upon reaching its destination the bag begins to be food for microorganisms we have analysis and certifications of international level in laboratories that confirm said biodegradability certified company at processes and products we are a company committed to the environment so all our products have laboratory tests that demonstrate biodegradability of our products our company has quality certificates in the process such as iso demonstrating that the quality is impeccable also our products are endorsed by the ows with certification and we have a management plan that ensures that our products are recycled most appropriately,https://www.amazon.com/dp/B0CLYVSCR1,https://m.media-amazon.com/images/I/61FPfGajEjL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0D2LSL2Z9,"6 Pack Natural Kitchen Sponges, Compostable White Cellulose & Organic Coconut Scrubber Sponge for Washing Dishes, Kind Eco Friendly Non-Scratch & Biodegradable Dish Sponges",sponges,health household,bathroom kitchen,ecotru,7.99,4.6,172,compostable sponge and scrubber embrace cleaner greener cleaning with ecotrus sponges made from natural cellulose and coconut fibre they are tough on dirt and stains but kind to our planet hygenic non toxic say goodbye to smelly plastic sponges our natural dish sponges airy build ensures a speedy dry and no smells keeping your cleaning experience wholesome kind effective cleaning companion trust our hypoallergenic nonscratch and multipurpose sponges to treat your dishes and delicate surfaces with care banishing grime without the scratches suitable for your kitchen bathroom or any other room that needs a deep clean comfortcurve design ditch ordinary rectangular sponges and switch to our sshaped sponges that are tailored for comfort ensuring a snug grip and a strainfree scrub conscious disposal when its time to say goodbye our plant based sponges separate for easy ecodisposal compost the cellulose and responsibly discard the coconut layer plus our packaging is plastic free and fully recyclable,https://www.amazon.com/dp/B0D2LSL2Z9,https://m.media-amazon.com/images/I/910poEibyxL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0CCHWSZ88,"Skoy Scrub, 4-Pack Reusable, Non-Scratching Dish Scrubber for Kitchen and Household Cleaning, Planet-Friendly, Dishwasher Safe Soft Scrub, Monochromatic Colors",dish scouring pads,health household,cleaning kitchen surfaces and dishes,Skoy,13.98,4.7,17578,longlasting say goodbye to your old dish scrubber and hello to skoy scrub made from remnant cotton fibers and a nontoxic hardener this scrub is designed to outlast old green scouring pads or scrub sponges saving you money and reducing waste safe on most surfaces the versatile skoy scrub works wonders on most surfaces including most nonstick pans ceramic glass and cooktops our reusable cleaning scrub can be cleaned and used multiple times please test on delicate surfaces before use easy to clean scrubber cleaning these dishwashing scrubbers is a breeze simply pop them on the top rack of your dishwasher and they are as good as new if food particles are caught in the soft scrub simply rub the scrub against itself sustainable cleaning product we care about the planet the skoy scrub is made in europe from remnant fibers from the toweling industry so when you choose skoy scrub youre choosing a cleaner and brighter future fun colors and designs who said cleaning has to be boring the skoy scrub comes in a variety of colors and designs adding a dash of fun to your cleaning routine replace your steel wool brillo pads brushes and sponges with our kitchen scrubbers,https://www.amazon.com/dp/B0CCHWSZ88,https://m.media-amazon.com/images/I/81BmMXBSiZL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0DKZXPSF2,"Bentgo 20-Piece Lightweight, Durable, Reusable BPA-Free 3-Compartment Containers - Microwave, Freezer, Dishwasher Safe (Garden Edition - Rosette Glitter)",container sets,home kitchen,foodsafe materials,Bentgo,13.99,4.6,14719,glitter garden edition add a touch of sparkle to your meal prep with our microwavable glitter containers and lids making mealtime more fun and festive these eyecatching containers are perfect for storing meals and leftovers ensuring your food stands out while staying fresh everyones favorite meal prep pack bentgo is americas goto brand for maintaining healthy habits pack nutritious meals for the entire week with this practical piece set that comes with ten compartment trays and ten customfit lids that help seal in freshness so you can enjoy breakfasts lunches dinners and even leftovers on the go portioncontrolled design no need to measure your portionsvolume is already embossed on the tray to help you with your healthy eating goals diet or weight loss plans the customfit lids keep food fresh all day long and stack together neatly to save you space in your pantry plus all the lids are clear so you can easily identify what food is inside at a glance easy to heat clean safely heat up your food straight from the freezer or refrigerator for warm delicious meals and leftovers each meal prep container is both microwave and topshelf dishwasher safe note do not microwave lids only the trays are microwavable for best results hand wash to extend the life of the product durable reusable made of tough but safe bpafree materials bentgo prep containers are designed to last meal after meal so you can ditch singleuse plastics with these ecofriendly containers they are lightweight portable and easy to carry to the gym office dorm soccer field and more,https://www.amazon.com/dp/B0DKZXPSF2,https://m.media-amazon.com/images/I/81YTntKdfOL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock
B092YZNG7W,"Genuine Ostrich Feather Duster, 16 inch Gray Ostrich Feather Duster with Wood Handle, Reusable Car Dusters, Eco-Friendly Handheld Cleaning Dusters for Home, Office and Kitchen",feather dusters,health household,gray brown classic,Aldwin,13.99,4.5,2971,natural ostrich feathers imported from south africa we use premium imported ostrich feathers by carefully selecting piece by piece to make the feathers all fluffy and full all the feathers are from farmed ostrich which does no harm to the protection of endangered species all the feathers have been washed deodorized deinsectized and fumigated at high temperature for more than hours so the feathers will not be smelly more suitable for household cleaning high quality ostrich feather dusters the integrated wooden handle increases the contact area between the feather and the handle making the connection between the feather and the handle firmer and not easy to fall off handmade by experienced artisans and using carefully selected high quality feathers each dusters quality is guaranteed and its appearance is exquisite fluffy dusters for cleaning each piece of ostrich feather has thousands of soft and tiny feather hairs which can help the duster clean up the ashes more effectively our duster feathers are all fluffy and soft so you can safely use our feather dusters to clean up fragile items or small items that are easily tipped over washable and recyclable dusters feathers can be washed in warm water and left to dry in a cool ventilated place wooden handles are more environmentally friendly than plastic ones retrievability of the feather dusters make them environmentally friendly easy to use ostrich feather is staticfree so high quality ostrich feather duster can be used to clean screens metal or precision instruments you can also use it at work at school at home in your car they can also be used to clean computer screen keyboard picture frame murals paintings crafts and so on you can also hang it or put it in a vase as an ornament,https://www.amazon.com/dp/B092YZNG7W,https://m.media-amazon.com/images/I/71qIrNgIQkL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock
B07MX46M6H,The Original 10 Pack Swedish Dishcloth for Kitchen,dish cloths dish towels,home kitchen,cleaning cloth,Wettex,9.49,4.7,11659,durable and reusable made from cotton these dishcloths can be machine washed and reused over times providing an ecofriendly alternative to paper towels gentle cleaning power their textured surface lifts dirt with light scrubbing without scratching delicate surfaces like glassware or cookware absorbs water efficiently the tightly woven cotton fibers allow these cloths to absorb over times their weight in water quickly soaking up spills and messes around the kitchen or dishes,https://www.amazon.com/dp/B07MX46M6H,https://m.media-amazon.com/images/I/81fRreYNRZL.__AC_SY300_SX300_QL70_ML2_.jpg,True,in stock in stock
B07Z8Z9BDW,"Plant-Based 6pcs Kitchen Brush Set by HELLO NATURE, Sustainable & Biodegradable Natural Fibre Bamboo Dish Brush,Bottle Brush,Pot Brush & 3 Natural Loofah Sponges, Zero-Waste,Plastic Free Kitchen Set",brushes,health household,woodbambooplasticiron,HELLO NATURE,21.99,4.4,331,from nature go back to nature hellonature kitchen scrub brushes are created to give people the opportunity to choose biodegradable and sustainable product over plastic our plasticfree dish scrubbers are made using sustainably sourced coconut husks sisal bamboo wood and natural luffa this is natural and biodegradable and free from toxic chemicals no more guilt over adding more plastic to the world quality made long lasting our multi functional natural bristle brushes are nonscratching and highly durable high density bristles make it easy to scrub out stains on a variety of surfaces such as cast iron pots pans dishes bottles and more our loofah kitchen sponges the persistent part of the oldest luffa is selected flattened then joined and sewed together to make a thick and densely madeup longlasting scrubber ergonomic elegance the beautiful hand crafted natural wooden brushes and loofah sponges set is an incredible value this will compliment not only your zero waste plasticfree lifestyle but also your kitchen ergonomic design for a comfortable hasslefree holding and scrubbing long handled brushes are designed to get into hard to reach places cuts through tough grease and lifts mould perfect gift idea for any occasion this ecofriendly plantbased vegan friendly brushes and eco sponge set is a present that will be appreciated for anyone whod like to join plasticfree journey a nice christmas gift housewarming parties wedding gift registry birthdays mothers day anniversaries and more happy customers were so confident that youll love our zero waste product however if you do not like your purchase for any reason please feel free to contact us we will guarantee your satisfaction zero waste and zero risk,https://www.amazon.com/dp/B07Z8Z9BDW,https://m.media-amazon.com/images/I/71rIvnRrUwL.__AC_SY300_SX300_QL70_ML2_.jpg,True,in stock
B0CNF8F5S7,"FRAMAR Biodegradable Green Gloves Latex Free Large – Disposable Nitrile Gloves Large, Large Rubber Gloves Disposable, Disposable Cleaning Gloves Large, Non Latex Gloves Large, Hair Dye Gloves 100 Pk",gloves,health household,large,FRAMAR,16.99,4.6,833,nitrile imported durable inch long nitrile gloves in our rich green color strong and thick enough to stretch without tearing pinching smelling sticking leaving residue or having nails poke through these gorgeous evergreen gloves are made with biodegradable nitrile material making them an ecofriendly alternative convenient these powder free gloves feature a rolled cuff and are finely textured with good sensitivity dexterity flexibility and a consistent grip great for cleaning working around the house garage and garden without causing hands to sweat comfortable fit fits like your own skin with excellent protection against liquids gases oils grease glass and sharp objects these disposable gloves are chemical and punctureresistant and unlike latex gloves these latex free gloves are nonirritating,https://www.amazon.com/dp/B0CNF8F5S7,https://m.media-amazon.com/images/I/71lmS2wA2lL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0DQK3Q2MG,"Mary Case All Natural Bar Soap for Men & Women (Set of 4) - Lavender Body Soap Bars with Olive, Coconut, Lavender Oils & Dried Lavender Flowers - Vegan Bath Soaps for Gentle Cleansing & Hydrating Skin",soaps,beauty personal care,x x inches,MARY CASE HOME & BEAUTY FASHION,14.99,5.0,2,pure plant oils for healthy skin infused with olive coconut lavender sustainable palm oil and dried lavender flowers known for their calming and relaxing properties this all natural soap bar is an exceptional bar soap for women and men offering gentle cleansing and skinbalancing hydration for all skin types exfoliation with a touch of nature bring softness and balance back to your skin with our bath soap bar featuring dried lavender flowers this handmade soap offers a gentle exfoliation that smooths and relaxes your skin without irritation naturally fragrant and nourishing lightly scented with organic essential oils these bath soap bars deliver a soothing floral aroma without synthetic fragrances handcrafted with love in turkiye for those looking for a handmade and natural body soap option rich lather longlasting cleanse this triplemilled bar of soap creates a creamy lather for a spalike cleanse pamper yourself with a moisturizing body soap bar designed for luxurious care and hydration plantbased and vegan choice handcrafted using ancestral recipes this vegan and crueltyfree bars of soap are free from parabens sls and gmos promoting a safe womens and mens soap option for you and the planet,https://www.amazon.com/dp/B0DQK3Q2MG,https://m.media-amazon.com/images/I/41Cyoc1mGUL._SX300_SY300_QL70_ML2_.jpg,True,in stock
B09QLLBCB7,Fresh Products ourfresh 2 Air Freshener Replace Metered Aerosol with Dry Fragrance 30 Day Use Medium Sized Spaces Light Activated Battery Operated Batteries Included Seaside Breeze 8 pk,electric,health household,fresh products,Fresh Products,47.85,3.9,18,for use with ourfresh dispenser sold separately freshfan technology using a small highvelocity fan ourfresh will distribute fragrance using times more power than other dispensers dry fragrance technology ourfresh dry fragrance inserts release just the right amount of scent to keep your world fresh and clean without fragrance overload nasal fatigue and aerosol residue versatile design crafted with style in mind ourfreshs compact design allows it to be sleek and discreet with motion activated release to keep your world clean and fresh recyclable as part of fresh products ecorefresh program ourfresh refills are recyclable technical specifications l x w x h weight grams battery included with each refill,https://www.amazon.com/dp/B09QLLBCB7,https://m.media-amazon.com/images/I/41nyZuVXMhL._SY445_SX342_QL70_ML2_.jpg,True,in stock
B09W39FMDK,"Self Tanning Drops for Face - USA Made with Organic & Natural Ingredients, Bronzing Face Tanning Drops with Aloe Vera, Non Toxic Self Tanner for Sunless Fake Tan & Natural Glow, Cruelty & Toxin Free",facial self tanners,beauty personal care,fragrance free sulfate free artificial color free non toxic paraben free,Beauty by Earth,31.99,4.2,4145,personalized tanning achieve a custom glow with our self tanner face drops that allow you to adjust the color to match your skin tone start with a little and add more as needed natural odorless our light medium or dark sunless tanning drops are made with natural organic ingredients giving you a flawless tan without the typical selftanner smell convenient versatile take our travelfriendly tanning drops for face wherever you go and mix with your favorite moisturizer or lotion to create your own face and body tanner leading clean selftan brand beauty by earth offers a range of highlyrated self tanners including self tanning drops to add to lotion self tanning mist serum water and more hydrating no streaks our face self tanner drops are infused with nourishing ingredients that hydrate your skin ensuring streakfree application for a flawlesslooking tan,https://www.amazon.com/dp/B09W39FMDK,https://m.media-amazon.com/images/I/418brfhyFZL._SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0C1TGK8QN,Mongo Kiss USDA Organic Lip Balm Set 8-pack (0.15 oz. each) with Mongongo Oil & Cocoa Butter to Moisturize Chapped Lips | Made in USA by Eco Lips (Variety),balms moisturizers,beauty personal care,natural,Eco Lips,11.98,4.6,1012,all organic lip balm made in the usa the perfect blend of mongongo oil fair trade organic cocoa butter and organic beeswax to provide a smooth soft finish to lips made in cedar rapids ia gluten free nontoxic nothing artificial no parabens carmine no petroleum no fragrance or artificial colorants no soy no corn feel good knowing your ingredients are safe and your lips are nourished moisturizing nourishing certified organic ingredients moisturize nourish and protect lips from chapping and dryness high in vitamin e to restore senstivie lip skin and enhance the skin barrier cruelty free and earth friendly our products are never tested on animals manufacturing of this product is offset with renewable energy features recyclable plastic tube made with less plastic than a regular lip balm tube great for gifting lovingly packaged in an ecofriendly box ready to gift great for teacher appreciation or a just because gift also works as a great way to store your lip balm,https://www.amazon.com/dp/B0C1TGK8QN,https://m.media-amazon.com/images/I/51YthXKHF3L._SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0B9YH89VG,LastSwab® Reusable Cotton Swabs for Gentle and Eco-Friendly Beauty Routines - The Sustainable Alternative to Single-Use Q Tips - Zero Waste & Easy to Clean - Comes with a Convenient Travel Case Holder,cotton swabs,beauty personal care,der wahre spielwechsler ist dass der tupfer fr tausende von anwendungen konzipiert ist,LastSwab,11.95,3.9,116,reusable and ecofriendly lastswab is the perfect alternative to singleuse cotton swabs providing a sustainable and environmentally conscious solution for makeup application and removal use it as a nondisposable q tip or as a reusable q tip for precision application and effortless makeup removal,https://www.amazon.com/dp/B0B9YH89VG,https://m.media-amazon.com/images/I/61gSbH4UfmL.__AC_SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B07CMHLQGP,"Handmade in Canada, Plant Based Cold Process Natural Bar Soap, With Premium Essential Oils, Pack of 6 (Dry Skin)",soaps,beauty personal care,x x inches,Crate 61 Organics,23.45,4.5,39393,premium quality handcrafted in canada using the traditional cold process method for superior quality made with plantbased allnatural ingredients our soaps are infused with pure essential oils and select natural fragrances naturally tinted with botanical extracts and clays each bar offers a luxurious ecofriendly experience free from synthetic additives clean nourished skin enriched with olive oil coconut oil shea butter avocado oil castor oil and kaolin clay our formula deeply cleanses while leaving your skin feeling soft moisturized and revitalized natural never synthetic our scents and colors are crafted purely from premium essential oils select natural fragrances and botanical extractsno synthetic additives ever free from phthalates parabens sulfates silicones micas oxides and artificial dyes for a truly clean and natural experience sustainability at our core we source our ingredients responsibly and package our soaps in fsccertified ecofriendly paperboard ensuring minimal environmental impact our products are designed to leave nothing behind but recyclable paper the perfect gift crate handcrafted bar soaps make a thoughtful and unique gift for any occasion with over natural aromatic scents to choose from theres something for everyone,https://www.amazon.com/dp/B07CMHLQGP,https://m.media-amazon.com/images/I/41JijFAMPpL._SX300_SY300_QL70_ML2_.jpg,True,in stock in stock
B0C6WPVVPQ,Prism Biodegradable Chunky Glitter // Karizma Beauty Bio Glitter Eco Glitter Face Glitter 10g,body glitter,beauty personal care,grams,KARIZMA,6.99,4.4,540,karizma sparkle season is here so send your festival season to the stars with prism bio glitter packed with our signature hologram sparkle its the kind of silver glitter makeup to make martian hearts melt as seen in music videos youve seen our fashion in videos and on stage and youve seen our sparkles too and its our work in this industry that inspired us to create the ultimate glitter for you but this isnt just any old body shimmer its your secret formula to a superstar glow irresistible shine our loose glitter boasts an unparalleled brilliance that outshines gelbased alternatives experience enhanced pigmentation and added sparkle get ready to glow like never before safe vegan face and body makeup craft fine glitter is made with glass and a nono for sweaty nights out dancing but karizma chunky glitter is made from cosmetic glitter flakes and safe for skin karizma the brand our conversations projects and collabs with stylists influencers and celebrities inspire our creations so you can feel equally beautiful confident and ready to share your positive message to the world too zerocruelty designs celebrity tested expressed by you karizma,https://www.amazon.com/dp/B0C6WPVVPQ,https://m.media-amazon.com/images/I/41UIGsYO16L._SX300_SY300_QL70_ML2_.jpg,True,in stock
